Order Date,Segment,Market,Sales,Profit
2013-11-15,Home Office,LATAM,63.36,1.4399999999999975
2012-04-21,Corporate,LATAM,26.97600000000001,2.9759999999999978
2011-07-27,Consumer,LATAM,29.4,6.959999999999999
2014-12-30,Corporate,LATAM,161.30000000000004,6.4
2011-06-13,Consumer,EU,47.88,17.64
2014-10-30,Consumer,EU,46.62,15.3
2013-08-16,Corporate,EU,110.16,25.68
2011-01-26,Consumer,EU,51.6,20.04
2013-08-20,Consumer,EU,74.69999999999999,8.94
2013-03-04,Corporate,EU,17.28,7.92
2014-06-03,Consumer,EU,88.07399999999998,19.553999999999995
2014-01-22,Consumer,APAC,48.705,16.604999999999997
2011-11-02,Consumer,APAC,66.44999999999999,3.9
2014-12-23,Home Office,APAC,47.574,10.553999999999998
2011-05-23,Consumer,US,55.188,-10.117800000000004
2014-09-11,Consumer,US,18.76,9.004800000000001
2014-12-05,Corporate,US,54.768,6.8459999999999965
2011-01-21,Consumer,US,43.92,12.7368
2011-03-11,Corporate,US,32.96,14.172800000000002
2013-12-03,Corporate,US,30.816000000000003,9.629999999999995
2013-12-12,Consumer,EMEA,110.52,16.56
2013-02-19,Corporate,EMEA,9.84,-9.839999999999998
2014-08-02,Corporate,Africa,40.83,6.51
2014-07-10,Consumer,EMEA,102.744,-151.59599999999995
2013-09-02,Consumer,EMEA,39.54,16.56
2014-01-29,Corporate,Africa,19.05,7.02
2014-05-02,Consumer,Africa,48.33,1.92
2014-10-24,Home Office,LATAM,59.136,3.6960000000000006
2011-12-24,Consumer,LATAM,49.83999999999999,0.0
2011-12-20,Corporate,LATAM,49.824,12.424
2013-11-15,Corporate,LATAM,26.360000000000003,8.16
2014-02-04,Consumer,LATAM,41.352,6.192000000000002
2013-10-30,Home Office,LATAM,27.264000000000003,8.464
2014-07-08,Corporate,EU,39.42,15.66
2014-08-06,Corporate,EU,78.66,5.4
2012-08-29,Consumer,APAC,39.15,8.55
2014-11-13,Corporate,APAC,62.32800000000001,-17.682000000000002
2012-11-21,Consumer,APAC,74.34,20.79
2013-05-02,Home Office,APAC,80.35199999999999,-3.617999999999999
2013-12-25,Consumer,APAC,54.0,26.4
2013-01-25,Corporate,APAC,110.28,55.14
2014-11-07,Consumer,US,31.104000000000006,10.8864
2014-01-15,Home Office,US,67.4,17.523999999999997
2013-10-26,Home Office,EMEA,41.28,4.949999999999999
2012-08-08,Corporate,EMEA,19.572,-4.907999999999991
2013-12-12,Consumer,Africa,53.75999999999999,12.36
2014-08-20,Consumer,Africa,49.47,7.89
2013-01-31,Corporate,Africa,29.052000000000007,-41.688
2014-10-07,Corporate,LATAM,41.16,-8.239999999999998
2012-09-04,Consumer,LATAM,74.9,30.7
2013-06-27,Home Office,LATAM,118.2,59.040000000000006
2013-04-12,Consumer,LATAM,74.08,11.08
2014-12-16,Corporate,EU,67.86,27.78
2011-04-29,Consumer,EU,37.044,7.763999999999999
2013-06-11,Home Office,EU,63.17999999999999,14.400000000000002
2012-12-03,Consumer,EU,48.96,16.14
2012-06-15,Corporate,EU,27.96,1.11
2013-11-15,Consumer,EU,13.23,0.0
2011-08-25,Consumer,EU,19.98,-3.599999999999998
2014-09-10,Consumer,EU,45.0,8.040000000000001
2011-01-28,Corporate,APAC,90.2325,-51.2175
2014-12-23,Corporate,APAC,34.128,-1.5720000000000005
2014-05-23,Corporate,APAC,79.19999999999999,9.48
2013-04-16,Corporate,US,33.48800000000001,5.860399999999997
2011-04-11,Consumer,US,87.08,24.3824
2012-09-03,Consumer,Africa,27.870000000000005,13.919999999999998
2012-05-28,Corporate,Africa,38.04,17.490000000000002
2011-07-09,Corporate,Canada,51.78,19.14
2013-05-27,Consumer,Africa,48.66,15.57
2014-04-25,Consumer,Africa,87.30000000000001,-186.24
2011-11-21,Consumer,Africa,15.534,-26.945999999999994
2012-09-03,Corporate,EMEA,20.712000000000003,-29.538
2011-12-24,Consumer,LATAM,49.19999999999999,24.0
2011-02-26,Corporate,LATAM,55.040000000000006,1.64
2011-04-19,Home Office,LATAM,50.46,16.139999999999997
2013-11-18,Corporate,LATAM,85.92,32.64
2014-12-10,Consumer,LATAM,44.112,-8.848000000000004
2012-11-21,Home Office,LATAM,132.552,15.37199999999998
2011-03-11,Corporate,LATAM,80.52,16.080000000000002
2012-04-15,Corporate,LATAM,73.48800000000001,-3.6920000000000015
2014-04-25,Corporate,EU,36.828,-53.44199999999999
2014-08-22,Consumer,EU,104.76,3.06
2014-12-01,Corporate,EU,86.52,8.61
2014-01-21,Consumer,EU,25.08,12.0
2013-06-11,Home Office,APAC,36.3474,-30.9126
2013-08-15,Home Office,APAC,57.61799999999999,14.058000000000003
2012-05-22,Consumer,APAC,92.988,3.948
2013-01-25,Corporate,APAC,64.11,24.36
2012-11-14,Consumer,APAC,75.78,30.24
2011-04-22,Corporate,APAC,85.23000000000002,16.11
2014-05-07,Consumer,APAC,42.408,-26.232000000000006
2011-09-14,Consumer,APAC,54.0,5.4
2013-11-14,Consumer,US,52.136,5.865299999999996
2012-02-09,Consumer,US,203.92,22.940999999999995
2013-09-09,Corporate,US,59.96000000000001,21.7355
2012-10-01,Consumer,US,108.768,2.71919999999999
2013-03-13,Consumer,EMEA,55.35000000000001,8.850000000000001
2014-09-25,Consumer,Africa,57.42,28.71
2013-08-16,Corporate,Africa,41.04,10.2
2013-11-13,Corporate,Africa,48.66,15.57
2012-05-24,Corporate,EMEA,65.88000000000001,-114.24
2014-11-08,Consumer,EMEA,43.98,9.66
2012-04-09,Home Office,EMEA,37.92,-45.53999999999999
2012-06-19,Consumer,Africa,51.6,20.04
2013-06-03,Consumer,Africa,64.38,24.42
2013-04-19,Home Office,Africa,73.19999999999999,30.72
2014-12-25,Consumer,EMEA,114.72,13.68
2011-10-24,Consumer,LATAM,65.22,14.339999999999998
2014-04-04,Consumer,LATAM,39.88799999999999,-2.112000000000003
2011-09-30,Consumer,LATAM,80.36000000000001,3.0800000000000005
2014-12-03,Home Office,EU,115.89,21.99
2011-11-30,Consumer,EU,82.08,20.4
2013-07-28,Consumer,APAC,32.208,-4.031999999999999
2014-02-03,Consumer,US,86.26,29.3284
2014-02-07,Corporate,US,227.46,65.96339999999998
2011-06-15,Consumer,Africa,58.374,-64.23599999999999
2012-09-22,Corporate,EMEA,54.0,0.0
2013-06-17,Corporate,EMEA,41.304,-44.43599999999999
2012-09-18,Corporate,EMEA,47.400000000000006,-68.75999999999999
2013-01-18,Corporate,EMEA,58.56,-80.51999999999998
2011-09-21,Consumer,Africa,56.82000000000001,8.52
2013-10-15,Consumer,LATAM,56.46000000000002,4.5
2013-03-01,Consumer,LATAM,953.84848,45.84848
2011-12-11,Consumer,LATAM,29.8,6.5
2011-06-17,Consumer,LATAM,87.16,31.360000000000003
2011-05-20,Corporate,LATAM,26.879999999999995,12.06
2013-12-17,Consumer,LATAM,85.46000000000001,41.02
2014-02-10,Corporate,EU,139.56,55.8
2012-09-26,Consumer,EU,14.28,5.5200000000000005
2013-11-08,Corporate,EU,20.07,5.13
2014-09-25,Corporate,EU,66.83999999999999,12.6
2014-07-18,Corporate,EU,80.58,9.66
2014-04-02,Consumer,APAC,27.6024,-20.8776
2012-02-15,Home Office,APAC,28.7595,4.819499999999999
2012-09-10,Corporate,US,61.96,16.1096
2011-11-02,Consumer,US,88.77600000000001,7.767900000000001
2014-10-13,Consumer,US,45.0,4.950000000000001
2013-11-28,Consumer,Africa,47.49,3.78
2014-06-25,Consumer,EMEA,17.040000000000003,4.26
2011-09-27,Corporate,EMEA,44.04600000000001,-60.20399999999999
2012-08-16,Home Office,Africa,65.592,-142.128
2014-12-10,Corporate,EMEA,54.96,19.23
2013-06-10,Consumer,EMEA,57.6,2.88
2014-10-19,Consumer,EMEA,41.7,4.98
2014-09-23,Home Office,LATAM,54.936,-25.644
2014-06-25,Home Office,LATAM,97.32,18.48
2013-08-07,Consumer,LATAM,13.439999999999998,5.880000000000001
2014-11-18,Home Office,LATAM,23.94,10.260000000000002
2014-06-17,Home Office,LATAM,58.13999999999999,2.880000000000007
2014-10-06,Consumer,LATAM,41.42,10.76
2011-05-16,Corporate,LATAM,52.092,2.592000000000007
2011-01-01,Home Office,EU,44.86500000000001,-26.05500000000001
2011-01-26,Consumer,EU,31.5,10.080000000000002
2014-09-11,Home Office,EU,20.52,5.28
2012-09-24,Consumer,APAC,59.51999999999999,17.759999999999998
2013-01-22,Consumer,APAC,43.86,5.25
2011-04-13,Home Office,APAC,90.153,2.943
2011-03-16,Consumer,APAC,47.142,-3.7079999999999993
2011-10-20,Consumer,APAC,50.2281,-2.871899999999997
2013-06-25,Consumer,APAC,122.256,16.296
2011-10-07,Consumer,APAC,72.45,31.05
2014-02-03,Corporate,APAC,28.98,2.88
2014-12-10,Corporate,US,27.24,2.724000000000002
2011-05-27,Consumer,US,99.99,37.9962
2012-12-17,Consumer,US,29.52,14.4648
2013-12-25,Consumer,LATAM,40.98,12.66
2012-02-16,Consumer,LATAM,55.3,7.099999999999999
2014-11-03,Home Office,LATAM,59.78000000000001,12.46
2014-09-10,Consumer,EU,29.76,12.78
2012-04-13,Consumer,EU,30.509999999999994,13.11
2014-03-31,Consumer,EU,30.69,-29.49
2014-09-19,Consumer,EU,49.5,9.36
2014-09-01,Consumer,EU,39.69,-31.92
2014-08-20,Home Office,EU,61.8,6.15
2014-11-07,Corporate,EU,74.34,8.91
2011-04-05,Consumer,APAC,61.15499999999999,5.355
2014-12-23,Home Office,APAC,80.24400000000001,24.023999999999997
2013-09-26,Corporate,APAC,56.88,-32.370000000000005
2011-10-11,Consumer,US,31.92,8.299199999999999
2012-09-25,Consumer,US,45.68,21.0128
2013-12-09,Consumer,Africa,22.392000000000003,-46.278
2012-05-19,Corporate,Africa,59.535,-49.63499999999999
2012-08-07,Consumer,Africa,27.09,13.53
2012-06-19,Consumer,Africa,18.39,0.8999999999999999
2014-12-13,Consumer,LATAM,49.176,-0.8639999999999987
2012-09-15,Home Office,LATAM,25.84,9.76
2013-02-15,Consumer,LATAM,60.70399999999999,22.744000000000007
2011-06-15,Consumer,LATAM,93.1,17.6
2013-09-16,Corporate,LATAM,36.78,-12.32
2012-08-16,Corporate,EU,63.9,27.450000000000003
2014-03-17,Corporate,EU,37.35,4.47
2012-07-06,Corporate,EU,34.65,8.280000000000001
2013-11-30,Consumer,EU,49.98,15.48
2013-06-19,Consumer,EU,78.15599999999999,-46.944
2014-09-01,Consumer,EU,79.12799999999999,-2.2920000000000016
2011-08-25,Corporate,EU,34.11,7.83
2012-10-06,Consumer,APAC,52.35,7.800000000000001
2012-10-24,Home Office,APAC,54.26999999999999,17.28
2011-05-12,Corporate,APAC,89.2308,-45.5292
2013-06-25,Consumer,APAC,49.73400000000001,18.774
2014-10-24,Consumer,US,55.2,-2.070000000000004
2013-12-09,Consumer,US,34.05,9.534000000000002
2014-01-15,Home Office,US,67.8,1.3559999999999943
2014-04-07,Home Office,EMEA,48.42,14.52
2012-03-21,Home Office,EMEA,48.96,16.14
2013-09-04,Corporate,Africa,61.74,17.82
2014-10-07,Consumer,EMEA,59.83200000000001,-139.60799999999998
2014-12-24,Consumer,EMEA,51.84,14.49
2014-12-15,Corporate,LATAM,51.96,18.660000000000004
2013-03-23,Consumer,LATAM,58.52,5.180000000000001
2011-04-13,Consumer,LATAM,64.4,12.2
2014-11-28,Consumer,LATAM,48.35999999999999,13.04
2012-03-15,Consumer,EU,47.58,-38.1
2014-12-23,Consumer,EU,50.1,3.0
2013-12-11,Consumer,EU,28.395,-5.715
2011-05-19,Corporate,APAC,31.68,6.299999999999999
2013-10-29,Consumer,APAC,24.12,8.64
2014-12-19,Corporate,APAC,26.352000000000004,-0.588000000000001
2011-12-01,Consumer,US,58.2,28.517999999999997
2014-10-04,Consumer,US,22.58,5.870799999999999
2014-12-30,Consumer,US,68.46,20.538
2012-12-14,Consumer,US,50.0,10.5
2014-08-12,Consumer,Africa,19.14,4.199999999999999
2012-11-28,Corporate,Africa,27.630000000000003,4.14
2013-12-24,Corporate,EMEA,59.25,1.17
2012-08-09,Corporate,EMEA,17.772000000000002,-12.017999999999995
2011-03-25,Consumer,EMEA,29.49,6.18
2014-09-20,Corporate,EMEA,50.04000000000001,-110.16
2011-06-30,Home Office,LATAM,53.408,18.008000000000003
2013-04-24,Consumer,LATAM,24.408,-10.192000000000004
2011-08-02,Consumer,LATAM,96.8,23.2
2013-09-05,Home Office,LATAM,92.736,4.57600000000001
2012-09-25,Home Office,EU,49.44,4.92
2012-06-28,Consumer,EU,47.52,21.12
2013-02-20,Home Office,EU,73.05,24.000000000000004
2012-12-10,Consumer,EU,89.73000000000002,18.81
2013-08-08,Consumer,EU,36.48,7.92
2014-03-31,Corporate,APAC,50.400000000000006,11.04
2012-10-24,Home Office,APAC,67.35000000000001,6.000000000000001
2011-06-02,Corporate,APAC,81.42,11.34
2014-06-04,Corporate,APAC,65.1582,-6.3018
2014-11-13,Consumer,APAC,134.892,-83.208
2014-10-08,Consumer,US,79.92000000000002,26.972999999999992
2014-03-14,Home Office,US,45.36,21.772800000000004
2014-05-08,Corporate,US,26.64,7.459199999999999
2013-07-20,Consumer,US,87.92,0.8791999999999973
2013-08-15,Consumer,US,15.552000000000003,5.4432
2014-02-11,Home Office,EMEA,50.79,6.6000000000000005
2014-11-26,Consumer,Africa,55.260000000000005,8.28
2013-10-16,Home Office,EMEA,52.92,24.33
2014-05-22,Corporate,EMEA,45.75,21.03
2014-09-09,Consumer,LATAM,69.4,34.7
2014-10-17,Consumer,LATAM,51.67999999999999,11.6
2012-05-01,Corporate,LATAM,41.42400000000001,-23.496
2014-07-04,Corporate,LATAM,115.536,-57.784000000000006
2013-10-03,Consumer,LATAM,24.12,10.56
2014-09-04,Consumer,EU,51.66,18.06
2013-02-20,Home Office,EU,61.56000000000001,12.69
2014-01-16,Consumer,EU,145.2,5.700000000000001
2012-12-28,Corporate,EU,15.794999999999998,-8.594999999999997
2012-09-02,Corporate,EU,40.02,9.96
2011-12-10,Corporate,EU,33.93899999999999,7.838999999999999
2012-08-01,Consumer,EU,46.44,3.24
2013-09-17,Consumer,APAC,34.506,-3.834
2012-11-19,Consumer,APAC,95.16,26.64
2013-07-04,Consumer,APAC,22.0752,3.895199999999997
2014-06-05,Corporate,APAC,119.07,9.900000000000006
2013-11-08,Consumer,US,27.680000000000003,9.688
2013-05-22,Consumer,US,66.26,27.166600000000003
2011-11-07,Corporate,US,26.045999999999992,-44.2782
2012-06-25,Consumer,US,88.752,27.735
2012-04-17,Consumer,US,99.6,36.852
2013-05-31,Home Office,Africa,34.02000000000001,-45.42
2013-03-13,Consumer,EMEA,54.552000000000014,-53.20800000000002
2012-03-26,Consumer,EMEA,25.86,0.72
2014-02-20,Consumer,Africa,50.16000000000001,6.0
2011-03-31,Consumer,EMEA,64.44,25.74
2014-12-16,Consumer,Africa,52.74000000000001,21.6
2014-06-18,Consumer,EMEA,76.392,-93.588
2011-02-05,Consumer,EMEA,59.40000000000001,-69.84
2014-07-09,Consumer,LATAM,17.663999999999998,-4.416
2012-11-19,Consumer,LATAM,67.2,19.44
2013-04-24,Consumer,LATAM,15.983999999999998,-8.315999999999999
2014-11-22,Consumer,LATAM,62.64000000000001,0.6
2011-03-21,Consumer,EU,131.57999999999998,9.18
2013-08-21,Corporate,EU,37.62,6.36
2013-08-11,Corporate,EU,111.888,-59.742
2012-12-12,Consumer,EU,133.67999999999998,25.200000000000003
2014-12-16,Consumer,EU,74.25,-25.29
2013-09-25,Corporate,APAC,50.8956,7.335599999999998
2012-11-13,Corporate,APAC,85.75200000000001,-9.528
2011-10-03,Consumer,APAC,47.736,6.816000000000001
2013-06-03,Corporate,APAC,72.24,19.5
2014-06-17,Corporate,APAC,50.625,3.375
2012-10-24,Consumer,APAC,43.065,-7.064999999999998
2011-06-02,Home Office,US,59.80800000000001,19.4376
2013-09-27,Consumer,US,51.45,13.8915
2014-02-21,Home Office,US,31.992000000000004,4.798799999999996
2014-11-28,Consumer,EMEA,69.144,-95.076
2014-02-17,Corporate,Africa,117.04500000000002,-214.605
2013-06-25,Home Office,Africa,52.8,26.4
2012-07-23,Home Office,Africa,33.959999999999994,0.96
2013-12-18,Consumer,LATAM,97.92,30.3
2013-03-05,Corporate,LATAM,51.6,9.24
2013-05-14,Corporate,LATAM,60.19200000000001,9.011999999999995
2012-06-19,Consumer,EU,25.26,0.48
2014-01-14,Corporate,EU,34.379999999999995,8.91
2011-09-30,Consumer,EU,31.455,-0.6750000000000007
2013-02-28,Consumer,EU,84.96000000000001,31.32
2014-07-03,Consumer,EU,61.31999999999999,3.0
2013-01-22,Consumer,APAC,60.06,21.0
2011-12-08,Consumer,APAC,114.0825,-62.46749999999999
2014-02-04,Corporate,APAC,30.6,-1.7999999999999998
2012-07-10,Corporate,APAC,61.695,1.9949999999999983
2013-12-04,Corporate,APAC,37.44,-17.999999999999996
2012-01-02,Corporate,US,20.04,9.6192
2014-11-17,Home Office,US,52.44,24.122399999999995
2014-11-18,Consumer,US,43.8,20.586
2012-11-15,Corporate,Africa,60.42,9.66
2014-08-22,Consumer,EMEA,77.17200000000001,-69.46799999999999
2012-11-14,Consumer,Africa,67.86000000000001,5.94
2014-10-08,Consumer,Canada,31.14,14.28
2012-06-02,Corporate,EMEA,84.75,25.410000000000004
2014-07-21,Consumer,Africa,168.18,15.12
2011-03-21,Corporate,LATAM,38.376,-2.584000000000003
2013-07-02,Consumer,LATAM,75.44,7.52
2012-09-18,Corporate,LATAM,106.272,2.652000000000004
2013-07-18,Consumer,LATAM,56.75999999999998,-14.239999999999998
2014-06-25,Consumer,LATAM,81.144,-42.61599999999999
2012-12-22,Home Office,EU,41.985,-14.355000000000004
2014-12-08,Corporate,EU,78.288,-5.892
2013-11-13,Corporate,EU,77.49000000000001,23.94
2014-12-02,Home Office,APAC,79.47,9.45
2012-06-26,Corporate,APAC,68.985,3.735
2012-09-06,Home Office,APAC,42.03,1.62
2012-09-04,Corporate,APAC,88.884,3.9239999999999977
2014-08-08,Home Office,APAC,55.3605,-7.189500000000001
2013-07-12,Consumer,APAC,54.18,2.700000000000003
2013-11-20,Home Office,APAC,55.86,21.78
2014-12-09,Consumer,US,55.98,27.4302
2013-04-02,Corporate,US,31.56,9.862499999999995
2012-05-14,Home Office,US,47.36000000000001,17.759999999999998
2011-11-30,Consumer,US,62.28,29.2716
2014-05-28,Corporate,US,98.16,9.815999999999995
2014-07-18,Corporate,US,57.9,28.95
2013-08-22,Corporate,US,31.984,-7.995999999999999
2013-03-18,Consumer,Africa,71.67,29.37
2014-08-19,Home Office,EMEA,34.056,-33.26399999999999
2013-09-03,Corporate,Africa,93.18,44.7
2013-09-18,Home Office,Africa,49.32000000000001,5.4
2013-10-04,Consumer,Canada,43.67999999999999,16.56
2011-08-19,Consumer,EMEA,51.42,4.62
2011-02-26,Corporate,LATAM,66.88000000000001,32.760000000000005
2013-06-01,Consumer,LATAM,29.76,-15.52
2012-04-18,Consumer,LATAM,50.12436000000001,-20.29564000000001
2014-11-27,Home Office,LATAM,60.73199999999999,-3.1079999999999983
2013-10-25,Corporate,LATAM,46.56000000000001,9.76
2012-11-26,Consumer,LATAM,43.84,-8.26
2014-06-18,Corporate,EU,125.37,0.0
2012-09-24,Consumer,EU,98.04,39.12
2012-05-17,Corporate,EU,62.370000000000005,11.13
2014-12-29,Consumer,EU,293.22,84.96000000000001
2012-12-21,Corporate,EU,521.8560000000001,81.09599999999998
2013-03-04,Consumer,APAC,56.34,15.75
2012-06-01,Corporate,APAC,20.520000000000003,5.37
2013-09-17,Consumer,APAC,953.94,131.94000000000003
2011-10-15,Corporate,APAC,44.75999999999999,11.52
2013-09-13,Home Office,APAC,59.184000000000005,-16.77600000000001
2014-11-25,Corporate,US,79.1,39.55
2013-01-31,Home Office,US,56.7,27.783
2011-12-06,Consumer,US,35.168,-8.352400000000001
2014-04-21,Corporate,US,51.968,10.393599999999998
2014-07-15,Consumer,US,62.040000000000006,4.653000000000002
2014-11-19,Corporate,US,81.36000000000001,-19.32300000000001
2011-06-04,Consumer,US,56.96,21.0752
2013-09-23,Consumer,US,97.98,27.43440000000001
2013-06-22,Home Office,Africa,49.23000000000001,19.68
2013-12-10,Corporate,Africa,56.58,24.87
2013-02-22,Consumer,Canada,19.02,0.72
2012-03-27,Corporate,EMEA,40.248000000000005,-81.85199999999999
2011-11-21,Consumer,EMEA,81.78,28.62
2014-05-06,Consumer,LATAM,69.45599999999999,19.956000000000007
2014-10-31,Home Office,LATAM,47.184000000000005,13.524
2011-12-21,Consumer,EU,107.4,0.0
2014-07-26,Home Office,EU,54.75,21.3
2013-09-25,Home Office,EU,65.78999999999999,14.400000000000002
2013-03-08,Home Office,EU,34.56000000000001,-3.120000000000001
2011-01-24,Consumer,EU,53.99999999999999,7.5
2013-05-14,Consumer,APAC,109.37999999999998,3.24
2011-04-23,Home Office,APAC,44.874,18.414
2012-12-12,Consumer,APAC,237.84,16.56
2013-10-10,Consumer,APAC,64.3314,-57.04860000000001
2014-03-17,Corporate,APAC,43.1526,-6.5274
2013-05-31,Consumer,APAC,54.35999999999999,20.07
2014-09-30,Consumer,APAC,42.795,9.945
2012-03-28,Consumer,APAC,141.912,-7.938000000000001
2013-10-14,Consumer,US,76.176,26.6616
2011-09-12,Home Office,US,69.99,30.0957
2014-07-22,Home Office,US,222.32000000000005,25.010999999999967
2013-07-30,Consumer,Canada,44.22,7.92
2013-09-20,Home Office,Africa,28.026000000000003,-50.45399999999999
2012-08-16,Home Office,Africa,110.05200000000002,-139.42800000000005
2012-02-20,Corporate,Africa,169.59,33.900000000000006
2012-01-22,Corporate,EMEA,56.88,0.54
2012-10-15,Consumer,LATAM,56.120000000000005,21.32
2013-08-19,Consumer,LATAM,56.82000000000001,24.42
2014-09-30,Corporate,LATAM,63.19199999999999,-16.888000000000005
2014-04-19,Consumer,LATAM,52.99999999999999,1.04
2014-10-17,Consumer,LATAM,44.784000000000006,-100.056
2014-04-27,Corporate,LATAM,29.32,10.52
2012-09-11,Home Office,LATAM,79.296,5.8559999999999945
2014-11-12,Consumer,EU,144.18,38.88
2014-11-10,Corporate,EU,66.72,1.92
2014-05-23,Consumer,EU,31.68,2.52
2014-07-03,Home Office,EU,61.92,27.18
2012-03-19,Consumer,EU,100.8,31.200000000000003
2014-06-20,Corporate,APAC,105.894,41.154
2014-08-06,Consumer,APAC,159.12,60.39
2013-08-22,Consumer,APAC,72.0,4.32
2014-05-12,Home Office,APAC,51.45,20.55
2013-11-08,Consumer,US,44.46000000000001,-17.783999999999992
2014-01-27,Consumer,US,62.72,24.4608
2014-07-22,Corporate,US,94.19199999999998,-164.83600000000007
2011-02-15,Corporate,US,81.96,22.9488
2012-01-09,Consumer,LATAM,50.52,2.5199999999999987
2013-09-20,Consumer,LATAM,100.68,14.039999999999996
2011-06-29,Consumer,LATAM,77.1,20.04
2012-06-23,Home Office,LATAM,12.959999999999996,1.260000000000001
2012-07-27,Consumer,LATAM,61.36,27.6
2013-03-20,Consumer,LATAM,62.316,-0.0239999999999895
2012-08-20,Corporate,LATAM,53.40000000000001,25.08
2013-06-18,Consumer,LATAM,20.964,-48.91599999999998
2011-01-18,Consumer,LATAM,38.4,6.119999999999999
2011-02-02,Consumer,EU,116.04,12.72
2013-07-09,Corporate,EU,44.4,2.64
2014-09-05,Consumer,EU,30.96,9.54
2012-12-10,Consumer,EU,60.12,24.0
2013-03-11,Consumer,EU,133.29,43.92
2011-07-02,Consumer,EU,34.87499999999999,-21.644999999999992
2011-04-07,Consumer,EU,53.16,1.56
2012-05-31,Home Office,APAC,21.285,-18.315
2011-01-01,Consumer,APAC,113.67,37.77
2013-10-28,Consumer,APAC,88.64999999999999,0.0
2012-04-13,Corporate,APAC,50.1984,2.318399999999997
2012-11-13,Consumer,APAC,95.22,16.14
2012-10-12,Corporate,APAC,60.94799999999999,-10.212000000000003
2012-12-05,Consumer,US,47.984,0.5997999999999966
2012-12-18,Home Office,US,20.736000000000004,7.2576
2012-04-26,Corporate,US,63.93600000000001,6.393599999999996
2011-09-13,Consumer,US,48.94,24.47
2011-12-14,Consumer,EMEA,42.06,21.03
2014-04-14,Consumer,EMEA,68.92800000000001,-63.76200000000001
2014-01-10,Corporate,Africa,73.944,-165.15599999999998
2014-09-26,Consumer,EMEA,83.25,7.470000000000001
2013-01-11,Home Office,EMEA,95.36400000000002,-219.456
2012-11-08,Consumer,EMEA,44.22,7.92
2011-12-19,Consumer,LATAM,61.235999999999976,7.056000000000017
2014-03-16,Consumer,LATAM,42.984,-52.65599999999999
2014-08-29,Consumer,LATAM,27.04,10.24
2013-08-29,Consumer,LATAM,36.17999999999999,11.52
2014-08-13,Consumer,EU,87.30000000000001,35.7
2014-12-09,Corporate,EU,76.74,-73.74
2014-05-08,Corporate,APAC,34.11,17.009999999999998
2014-05-26,Corporate,APAC,50.28600000000001,-8.334000000000003
2014-03-19,Corporate,APAC,133.407,-0.0630000000000006
2011-03-18,Consumer,APAC,139.68,55.8
2012-09-03,Corporate,US,31.44,8.488800000000001
2014-08-28,Home Office,US,37.008,11.565
2013-08-27,Corporate,US,47.984,13.1956
2012-08-21,Corporate,US,80.98,3.2391999999999967
2013-10-21,Consumer,US,51.016000000000005,15.942499999999992
2014-10-06,Corporate,US,87.8,43.9
2014-03-31,Consumer,US,94.2,39.56400000000001
2014-09-01,Consumer,EMEA,52.2,13.56
2013-02-20,Corporate,EMEA,54.636,-81.954
2013-03-06,Corporate,EMEA,92.16,11.04
2013-06-07,Consumer,LATAM,65.6,24.9
2014-05-08,Home Office,LATAM,133.392,-37.82800000000002
2014-10-03,Corporate,LATAM,37.992,-10.768000000000004
2014-07-04,Corporate,LATAM,50.436,-15.144
2014-03-18,Corporate,LATAM,47.64,15.239999999999998
2013-06-01,Corporate,LATAM,73.67999999999999,25.76
2014-11-17,Home Office,LATAM,45.6,9.1
2014-04-23,Consumer,LATAM,25.0,10.72
2013-09-20,Home Office,LATAM,39.56000000000001,0.76
2012-11-19,Consumer,LATAM,74.34,17.82
2013-05-21,Corporate,EU,105.3,46.32
2011-04-19,Consumer,EU,82.89000000000001,12.419999999999998
2013-09-18,Consumer,APAC,105.8001,15.2901
2014-12-03,Consumer,APAC,51.651,4.010999999999999
2014-08-14,Corporate,APAC,27.12,13.2
2013-10-18,Home Office,APAC,46.2,-40.68
2013-03-15,Corporate,APAC,96.18,36.54
2011-12-01,Consumer,US,95.968,9.596800000000004
2013-01-15,Consumer,US,60.12,28.8576
2012-12-19,Home Office,US,25.488,4.779
2014-04-22,Home Office,Africa,51.27000000000001,17.94
2014-05-22,Corporate,EMEA,21.588,-14.051999999999996
2011-07-29,Consumer,EMEA,43.56,15.66
2013-06-11,Corporate,EMEA,48.66,8.73
2013-04-19,Home Office,Africa,80.16,12.0
2013-08-06,Home Office,Africa,35.712,-32.20799999999999
2012-01-05,Home Office,LATAM,25.84,12.640000000000002
2012-11-26,Corporate,LATAM,58.02,27.24
2013-04-01,Corporate,LATAM,44.16,7.44
2014-09-03,Corporate,LATAM,79.5,31.8
2012-11-28,Consumer,LATAM,75.87999999999998,37.92
2012-12-25,Consumer,EU,97.038,12.918000000000005
2012-02-28,Consumer,EU,42.66,-4.740000000000001
2012-06-25,Home Office,EU,124.08,3.6
2012-08-23,Corporate,EU,32.400000000000006,8.370000000000001
2011-05-17,Consumer,EU,62.34,14.28
2011-09-14,Corporate,EU,210.78000000000003,18.9
2011-11-23,Consumer,EU,56.46000000000001,0.0
2013-09-10,Consumer,EU,107.2275,8.8275
2013-07-27,Corporate,APAC,43.038,18.618
2011-05-06,Consumer,APAC,78.12,14.76
2014-12-04,Home Office,APAC,37.584,8.723999999999998
2013-03-13,Home Office,APAC,29.889000000000003,-3.051
